mapid,hash,type,name,area,levels
1110103,0xF7A4CB74,line,2_0005002,2,1101178
1110103,0xF7F1FE28,line,9_0000001,9,
1110103,0xA298F892,mapinfo,mapinfo,,
1110203,0x65C60E29,levelinfo,levelinfo,,1102133;1102134;1102135;1102136;1102137;1102138;1102139;1102140
1110203,0x0867FA83,line,9_0600001,9,1102137
1110203,0x08E3F368,line,3_0007001,3,1102139
1110203,0x095D6BF4,line,2_0005001,2,1102137
1110203,0x1142E429,line,8_0009001,8,1102135
1110203,0x25020E21,line,7_0600001,7,1102134
1110203,0x34E835EE,line,9_0810001,9,1102135
1110203,0x4133B362,line,5_0604001,5,1102140
1110203,0x433E42B2,line,7_0306001,7,1102139
1110203,0x50C28CE0,line,3_0200001,3,1102133
1110203,0x6712063D,line,4_0005001,4,1102134
1110203,0x681D8693,line,6_0509001,6,1102137
1110203,0x692E2561,line,4_0501001,4,1102140
1110203,0x7B1B39DC,line,1_0002001,1,1102133
1110203,0x7D9A16F7,line,10_0009001,10,1102138
1110203,0x87C6118B,line,6_0702001,6,1102139
1110203,0x89D77E42,line,2_0103001,2,1102133
1110203,0x90A52C29,line,6_0500001,6,1102138
1110203,0x9117FACD,line,5_0406001,5,1102134
1110203,0x92612277,line,2_0600001,2,1102139
1110203,0x9CA97D2D,line,5_0206001,5,1102137
1110203,0xA0F7FC05,line,4_0108001,4,1102136
1110203,0xA4EB7575,line,10_0900001,10,1102135
1110203,0xB32A58D5,line,5_0906001,5,1102138
1110203,0xB5BB6B72,line,6_0507001,6,1102134
1110203,0xB8216B7C,line,1_0400001,1,1102140
1110203,0xC509F80E,line,9_1005001,9,1102138
1110203,0xD731625B,line,6_0005001,6,1102140
1110203,0xE4204422,line,1_0004001,1,1102136
1110203,0xE9F4C279,line,8_0400001,8,1102136
1110203,0xA298F892,mapinfo,mapinfo,,
1110301,0x65C60E29,levelinfo,levelinfo,,1103145;1103146;1103147;1103148;1103149;1103150;1103152
1110301,0x095D6BF4,line,2_0005001,2,1103146
1110301,0x09740987,line,1_0004002,1,1103145
1110301,0x0BDCBE65,line,8_0004001,8,1103150
1110301,0x1075C396,line,5_0400001,5,1103150
1110301,0x2177D524,line,4_0106001,4,1103145
1110301,0x2211F964,line,4_0100101,4,
1110301,0x22CD69A1,line,4_0805001,4,1103150
1110301,0x3AE76F9E,line,1_0004201,1,
1110301,0x3C55011D,line,4_0106002,4,1103145
1110301,0x444DE552,line,8_0004002,8,1103150
1110301,0x47426566,line,3_0005001,3,1103147;1103148
1110301,0x50C28CE0,line,3_0200001,3,1103149
1110301,0x540B4E79,line,1_0004101,1,
1110301,0x5F274DBD,line,8_0400002,8,1103152
1110301,0x6D88CBAA,line,3_0200002,3,1103149
1110301,0x6DB6B7F0,line,4_0805002,4,1103150
1110301,0x71A05ADF,line,5_0400002,5,1103150
1110301,0x7B1B39DC,line,1_0002001,1,1103149
1110301,0x89D77E42,line,2_0103001,2,1103149
1110301,0x90A52C29,line,6_0500001,6,1103146;1103147
1110301,0x9CA97D2D,line,5_0206001,5,1103146
1110301,0xAE3CA11B,line,4_0100201,4,
1110301,0xB50FA8E9,line,4_0008001,4,1103152
1110301,0xB87AE288,line,7_0500001,7,1103148
1110301,0xC089E647,line,5_0307001,5,1103148
1110301,0xC176E003,line,5_0306001,5,1103147
1110301,0xD3DB8632,line,6_0400001,6,1103145
1110301,0xE4204422,line,1_0004001,1,1103145
1110301,0xE974547F,line,4_0100001,4,
1110301,0xE9F4C279,line,8_0400001,8,1103152
1110301,0xECA4A09D,line,4_0008002,4,1103152
1110301,0xF7A4CB74,line,2_0005002,2,1103146
1110301,0xA298F892,mapinfo,mapinfo,,
1110302,0x65C60E29,levelinfo,levelinfo,,1101702;1103701;1103702;1103777;1103801;1103802
1110302,0x0211ECA8,line,7_0000101,7,1103702
1110302,0x221357AE,line,7_0000999,7,1103777
1110302,0x57393115,line,7_0000001,7,1101702;1103701;1103801
1110302,0x928ED6BF,line,7_0000201,7,1103802
1110302,0xAD7B1BBE,line,7_0000002,7,1101702;1103701;1103801
1110302,0xE85B8685,line,7_0000003,7,1101702
1110302,0xA298F892,mapinfo,mapinfo,,
1110303,0x65C60E29,levelinfo,levelinfo,,1103154;1103155;1103156;1103157;1103158;1103159;1103160;7103154;7103155;7103157;7103158;7103159;7103160
1110303,0x095D6BF4,line,2_0005001,2,1103155;7103155
1110303,0x09740987,line,1_0004002,1,1103154;7103154
1110303,0x0BDCBE65,line,8_0004001,8,1103159;7103159
1110303,0x1075C396,line,5_0400001,5,1103159;7103159
1110303,0x18D3E8F5,line,4_0106003,4,7103154
1110303,0x20F1E953,line,5_0307002,5,7103157
1110303,0x2177D524,line,4_0106001,4,1103154;7103154
1110303,0x22CD69A1,line,4_0805001,4,1103159;7103159
1110303,0x26EE2B69,line,4_0008003,4,7103160
1110303,0x3C55011D,line,4_0106002,4,1103154;7103154
1110303,0x427B04FF,line,4_0805003,4,7103159
1110303,0x444DE552,line,8_0004002,8,1103159;7103159
1110303,0x461B8E76,line,7_0500002,7,7103157
1110303,0x47085398,line,3_0200003,3,7103158
1110303,0x47426566,line,3_0005001,3,1103156;1103157;7103157
1110303,0x50C28CE0,line,3_0200001,3,1103158;7103158
1110303,0x5F274DBD,line,8_0400002,8,1103160;7103160
1110303,0x62495E87,line,5_0206002,5,7103155
1110303,0x6A3EF58D,line,8_0400003,8,7103160
1110303,0x6D88CBAA,line,3_0200002,3,1103158;7103158
1110303,0x6DB6B7F0,line,4_0805002,4,1103159;7103159
1110303,0x6EEFC332,line,2_0103002,2,7103158
1110303,0x71A05ADF,line,5_0400002,5,1103159;7103159
1110303,0x7B1B39DC,line,1_0002001,1,1103158;7103158
1110303,0x7BC735AC,line,2_0005003,2,7103155
1110303,0x811E9F82,line,6_0400002,6,7103154
1110303,0x89D77E42,line,2_0103001,2,1103158;7103158
1110303,0x90A52C29,line,6_0500001,6,1103155;1103156;7103155
1110303,0x92BA5CAB,line,3_0005002,3,7103157
1110303,0x9CA97D2D,line,5_0206001,5,1103155;7103155
1110303,0xA5E69E64,line,1_0002002,1,7103158
1110303,0xAC30DD1E,line,1_0004003,1,7103154
1110303,0xB50FA8E9,line,4_0008001,4,1103160;7103160
1110303,0xB87AE288,line,7_0500001,7,1103157;7103157
1110303,0xC089E647,line,5_0307001,5,1103157;7103157
1110303,0xC176E003,line,5_0306001,5,1103156
1110303,0xC5E94293,line,5_0400003,5,7103159
1110303,0xD3DB8632,line,6_0400001,6,1103154;7103154
1110303,0xD6D446FC,line,6_0500002,6,7103155
1110303,0xDAFD893A,line,8_0004003,8,7103159
1110303,0xE4204422,line,1_0004001,1,1103154;7103154
1110303,0xE9F4C279,line,8_0400001,8,1103160;7103160
1110303,0xECA4A09D,line,4_0008002,4,1103160;7103160
1110303,0xF7A4CB74,line,2_0005002,2,1103155;7103155
1110303,0xA298F892,mapinfo,mapinfo,,
1110305,0x65C60E29,levelinfo,levelinfo,,1103167;1103168;1103170;1103171;1103172;1103173;1103174;1103175;1103176
1110305,0x072EB3E0,line,5_0000001,5,
1110305,0x0847EE09,line,20_1921001,20,1103172
1110305,0x09ECD918,line,,19,
1110305,0x0A31ADE5,line,4_0000001,4,
1110305,0x11146336,line,19_0020001,19,1103172
1110305,0x1142E429,line,8_0009001,8,1103175
1110305,0x14029A9D,line,,21,
1110305,0x2394D178,line,6_0010001,6,1103174
1110305,0x25020E21,line,7_0600001,7,1103168
1110305,0x252D24C0,line,21_2022001,21,1103172
1110305,0x27C001F2,line,14_0015001,14,1103170
1110305,0x2C8B7357,line,5_0004001,5,1103173
1110305,0x2EB7E586,line,8_0000001,8,
1110305,0x2F04123F,line,2_1300001,2,1103176
1110305,0x3428725D,line,3_0000001,3,
1110305,0x3F68404D,line,28_2729001,28,1103167
1110305,0x416198A8,line,2_0300001,2,1103173
1110305,0x41C03583,line,25_2426001,25,1103171
1110305,0x4BF29C9F,line,,20,
1110305,0x4E138E4F,line,9_0830001,9,1103175
1110305,0x50C28CE0,line,3_0200001,3,
1110305,0x538BD72B,line,1_0000001,1,
1110305,0x5825E9FF,line,19_1813001,19,1103176
1110305,0x5D36F0C0,line,2_0000001,2,
1110305,0x5EDE8403,line,12_1100001,12,1103174
1110305,0x60DF6C17,line,17_1600001,17,1103170
1110305,0x6158BEFF,line,,15,
1110305,0x6CB4208E,line,30_0922001,30,1103175
1110305,0x7689BA2B,line,18_0019001,18,1103176
1110305,0x7B08E54E,line,,23,
1110305,0x7B1B39DC,line,1_0002001,1,
1110305,0x80D9F2FA,line,26_2500001,26,1103171
1110305,0x8341A7B0,line,22_2100001,22,1103172
1110305,0x8672AD71,line,6_1007001,6,1103168
1110305,0x89D77E42,line,2_0103001,2,
1110305,0x8D3AB335,line,11_0010001,11,1103168
1110305,0x9365A932,line,12_0000001,12,
1110305,0x9A5AFBA0,line,24_2325001,24,1103171
1110305,0xA310FD39,line,,30,
1110305,0xA40B9943,line,4_0503001,4,1103173
1110305,0xAD5F010A,line,3_0402001,3,1103173
1110305,0xB5C5066F,line,15_1416001,15,1103170
1110305,0xB5D579B4,line,23_0024001,23,1103171
1110305,0xB9FE8168,line,,24,
1110305,0xC1396A2E,line,10_1106001,10,1103168
1110305,0xC4C1471E,line,,13,
1110305,0xCAB7A504,line,,26,
1110305,0xCC9E2810,line,18_0000001,18,
1110305,0xD5E87EE1,line,27_0028001,27,1103167
1110305,0xD6AD0EE1,line,22_3000001,22,1103175
1110305,0xDA3B2EDB,line,16_1517001,16,1103170
1110305,0xE9D1F3C8,line,10_0611001,10,1103174
1110305,0xEF920E63,line,29_2800001,29,1103167
1110305,0xF07A96FF,line,11_1012001,11,1103174
1110305,0xF09655EB,line,,25,
1110305,0xF7F1FE28,line,9_0000001,9,
1110305,0xFAF953B4,line,13_1902001,13,1103176
1110305,0xFCF5CCBE,line,,22,
1110305,0xA298F892,mapinfo,mapinfo,,
1110306,0x65C60E29,levelinfo,levelinfo,,1103169
1110306,0x538BD72B,line,1_0000001,1,1103169
1110306,0xA298F892,mapinfo,mapinfo,,
1110401,0x65C60E29,levelinfo,levelinfo,,1104171;1104172;1104173;1104174;1104175
1110401,0x07FE4EC7,line,5_0900001,5,1104175
1110401,0x0D34CBB6,line,5_0100101,5,
1110401,0x0EFDC2A7,line,7_0001102,7,
1110401,0x139B2154,line,4_0009001,4,1104175
1110401,0x1EEDF5F2,line,8_0705001,8,1104173
1110401,0x210653CB,line,7_0001002,7,1104171;1204176;1304176
1110401,0x2B7D2BD8,line,6_0002001,6,1104174
1110401,0x2D9AC737,line,5_0100001,5,1104171;1204176;1304176
1110401,0x2F9655B3,line,9_0304001,9,1104172
1110401,0x379A1EAC,line,5_0100201,5,
1110401,0x3843D5D1,line,7_0008001,7,1104173
1110401,0x3FB28BF7,line,7_0001101,7,
1110401,0x51FA4344,line,1_0705002,1,1104171
1110401,0x74C9B4D0,line,1_0705001,1,1104171
1110401,0x786FB7A8,line,1_0705102,1,1204176
1110401,0x8B6A108E,line,7_0001201,7,
1110401,0x8FEB5110,line,4_0900001,4,1104172
1110401,0x95A9C688,line,4_0200001,4,1104174
1110401,0xA0F64F95,line,1_0705201,1,1304176
1110401,0xA167996A,line,7_0001202,7,
1110401,0xA5D08555,line,1_0705202,1,1304176
1110401,0xDF3A9BE4,line,9_0405001,9,1104175
1110401,0xE7C8B2BB,line,7_0001001,7,1104171;1204176;1304176
1110401,0xEE722D64,line,3_0009001,3,1104172
1110401,0xEFF3B3FB,line,1_0705101,1,1204176
1110401,0xF824A4EA,line,5_0800001,5,1104173
1110401,0xFFD0AACF,line,2_0604001,2,1104174
1110401,0xA298F892,mapinfo,mapinfo,,
1110501,0x65C60E29,levelinfo,levelinfo,,1103151;1105161;1105162;1105163;1105164;1105165
1110501,0x05156E2A,line,8_0705002,8,1105165
1110501,0x0A31ADE5,line,4_0000001,4,
1110501,0x1B49A569,line,3_0400001,3,1105161
1110501,0x1EEDF5F2,line,8_0705001,8,1105165
1110501,0x2D3D6487,line,4_0000002,4,
1110501,0x3428725D,line,3_0000001,3,1103151
1110501,0x35DEBA98,line,8_0609001,8,1105163
1110501,0x3843D5D1,line,7_0008001,7,1105165
1110501,0x50C28CE0,line,3_0200001,3,1105164
1110501,0x5B3B7D2D,line,5_0000002,5,
1110501,0x7B1B39DC,line,1_0002001,1,1105164
1110501,0x89D77E42,line,2_0103001,2,1105164
1110501,0x8F735141,line,9_0004001,9,1105161
1110501,0x97A80252,line,4_0900002,4,1105163
1110501,0x9E127979,line,8_0705201,8,
1110501,0x9E23F520,line,5_0800201,5,
1110501,0x9EB128DF,line,4_0903001,4,1105161
1110501,0xA8AB5548,line,5_0602001,5,1105162
1110501,0xABB85CDF,line,9_0804001,9,1105163
1110501,0xACB222CE,line,7_0008201,7,
1110501,0xC9212BC3,line,7_0008101,7,
1110501,0xD5546D2D,line,5_0800101,5,
1110501,0xD731625B,line,6_0005001,6,1105162
1110501,0xD7B8BDB0,line,9_0000002,9,
1110501,0xE2004AC8,line,6_0008001,6,1105163
1110501,0xE50D06BF,line,8_0705101,8,
1110501,0xE60FAA15,line,8_0000002,8,
1110501,0xEE623108,line,2_0500001,2,1105162
1110501,0xF824A4EA,line,5_0800001,5,1105165
1110501,0xA298F892,mapinfo,mapinfo,,
1110502,0x65C60E29,levelinfo,levelinfo,,1103161;1105101;1105102;1105103;1105104;1105105;1105106;1105108;1105405;7103161;7105101;7105102;7105103;7105104;7105105;7105106
1110502,0x05156E2A,line,8_0705002,8,1105105;7105105
1110502,0x1142E429,line,8_0009001,8,1105103
1110502,0x1B49A569,line,3_0400001,3,1105101;7105101
1110502,0x1EEDF5F2,line,8_0705001,8,1105105;7105105
1110502,0x2C25ADE2,line,8_0705401,8,1105405
1110502,0x3428725D,line,3_0000001,3,1103161;7103161
1110502,0x35DEBA98,line,8_0609001,8,
1110502,0x3843D5D1,line,7_0008001,7,1105105;7105105
1110502,0x38C1EB9F,line,8_0705003,8,7105105
1110502,0x40961E23,line,3_0204001,3,1105108
1110502,0x42E96D91,line,5_0802002,5,7105106
1110502,0x4A321F5F,line,2_0003001,2,1105108
1110502,0x5096D920,line,2_0500003,2,7105102
1110502,0x50C28CE0,line,3_0200001,3,1105104
1110502,0x573121F1,line,7_0008401,7,1105405
1110502,0x60C580BC,line,5_0800401,5,1105405
1110502,0x6560EEA1,line,5_0800002,5,7105105
1110502,0x6A8DCB97,line,8_0005001,8,1105106;7105106
1110502,0x6D88CBAA,line,3_0200002,3,7105104
1110502,0x6EEFC332,line,2_0103002,2,7105104
1110502,0x75B2C74A,line,4_0300001,4,1105108
1110502,0x765939A9,line,8_0605001,8,
1110502,0x77F14A1B,line,2_0500004,2,7105106
1110502,0x78D106CF,line,6_0005002,6,7105102
1110502,0x7B1B39DC,line,1_0002001,1,1105104
1110502,0x89694CD1,line,2_0500002,2,1105106;7105106
1110502,0x89D77E42,line,2_0103001,2,1105104
1110502,0x8C55949D,line,9_0004002,9,7105101
1110502,0x8F735141,line,9_0004001,9,1105101;7105101
1110502,0x9539490C,line,7_0008002,7,7105105
1110502,0x97A80252,line,4_0900002,4,1105103
1110502,0x98F4F793,line,3_0000002,3,7103161
1110502,0x9D40E77E,line,4_0900003,4,7105103
1110502,0x9EB128DF,line,4_0903001,4,1105101;7105101
1110502,0xA4A8B84D,line,8_0009002,8,7105103
1110502,0xA5E69E64,line,1_0002002,1,7105104
1110502,0xA735908F,line,5_0602002,5,7105102
1110502,0xA8AB5548,line,5_0602001,5,1105102
1110502,0xAAA398E0,line,5_0802001,5,1105106;7105106
1110502,0xABB85CDF,line,9_0804001,9,1105103
1110502,0xABED9C77,line,3_0400002,3,7105101
1110502,0xCBC88C61,line,8_0005002,8,7105106
1110502,0xD731625B,line,6_0005001,6,1105102;7105102
1110502,0xDDFD91B5,line,9_0804002,9,7105103
1110502,0xE2004AC8,line,6_0008001,6,
1110502,0xEE623108,line,2_0500001,2,1105102;1105106;7105106
1110502,0xF824A4EA,line,5_0800001,5,1105105;7105105
1110502,0xFBD683F9,line,4_0903002,4,7105101
1110502,0xA298F892,mapinfo,mapinfo,,
1110503,0x65C60E29,levelinfo,levelinfo,,1105109;1105110;1105111;1105112;1105113;1105114;1105115;1105116;1105117;1105118
1110503,0x05F3EECF,line,,25,
1110503,0x1075C396,line,5_0400001,5,1105113
1110503,0x22B76001,line,,23,
1110503,0x2A60D6B7,line,9_0010001,9,1105111
1110503,0x2DB2997C,line,25_0021001,25,1105118
1110503,0x2E552FF9,line,14_2100001,14,1105118
1110503,0x310425D1,line,11_1001001,11,1105111
1110503,0x3428725D,line,3_0000001,3,
1110503,0x3495CC7E,line,33_3200001,33,1105109
1110503,0x395A1C4E,line,22_1520001,22,1105116
1110503,0x502B1D6E,line,15_0022001,15,1105116
1110503,0x510C494B,line,18_0017001,18,1105117
1110503,0x54A85608,line,21_2514001,21,1105118
1110503,0x58A10C43,line,1_1100001,1,1105111
1110503,0x59993E62,line,5_1700001,5,1105117
1110503,0x5A9517A6,line,11_0014001,11,
1110503,0x5DA1A5D3,line,,21,
1110503,0x5EE44DB3,line,7_0806001,7,1105110
1110503,0x625E36D0,line,27_2600001,27,1105116
1110503,0x6365414A,line,12_0014001,12,1105114
1110503,0x64ED4316,line,20_2219001,20,1105116
1110503,0x6A77F03D,line,31_0030001,31,1105115
1110503,0x6AE1B12C,line,19_2026001,19,1105116
1110503,0x7BD848CC,line,6_0700001,6,1105110
1110503,0x7D0920FF,line,17_1805001,17,1105117
1110503,0x81BFD153,line,28_1829001,28,1105112
1110503,0x90F8517D,line,8_0207001,8,1105110
1110503,0x9C5BE4E5,line,32_2433001,32,1105109
1110503,0x9F66A1CE,line,,24,
1110503,0x9FEF7B5C,line,26_1927001,26,1105116
1110503,0xA42C69E0,line,4_0305001,4,1105113
1110503,0xA90B1F4A,line,14_1200001,14,1105114
1110503,0xB20478CD,line,,27,
1110503,0xB6376727,line,18_0028001,18,1105112
1110503,0xBDFE83BE,line,3_0004001,3,1105113
1110503,0xBEC932E2,line,25_3000001,25,1105115
1110503,0xC5D8ADF8,line,10_0911001,10,1105111
1110503,0xC6206362,line,24_0032001,24,1105109
1110503,0xCCB027F6,line,,12,
1110503,0xCD7D515A,line,30_3125001,30,1105115
1110503,0xDD2DB0DB,line,,10,
1110503,0xE20F033C,line,,31,
1110503,0xEF920E63,line,29_2800001,29,1105112
1110503,0xF09655EB,line,,25,
1110503,0xFA27F429,line,2_0008001,2,1105110
1110503,0xFB571552,line,,14,
1110503,0xFF2D1A69,line,,1,
1110503,0xA298F892,mapinfo,mapinfo,,
1110901,0x65C60E29,levelinfo,levelinfo,,1109101
1110901,0x538BD72B,line,1_0000001,1,1109101
1110901,0xFF2087CE,line,1_0000002,1,1109101
1110901,0xA298F892,mapinfo,mapinfo,,
1110902,0x65C60E29,levelinfo,levelinfo,,1109102;1109112
1110902,0x538BD72B,line,1_0000001,1,
1110902,0xAF28F8FD,line,2_0000002,2,
1110902,0xFF2087CE,line,1_0000002,1,1109112
1110902,0xA298F892,mapinfo,mapinfo,,
1110909,0x65C60E29,levelinfo,levelinfo,,1109109
1110909,0x538BD72B,line,1_0000001,1,1109109
1110909,0xA298F892,mapinfo,mapinfo,,
1120101,0x65C60E29,levelinfo,levelinfo,,1201101;1201102;1201103;1201104;1201105;1201106
1120101,0x45B04848,line,2_0400001,2,1201101
1120101,0x47426566,line,3_0005001,3,1201102
1120101,0x4C710C77,line,2_0000102,2,1201105
1120101,0x538BD72B,line,1_0000001,1,
1120101,0x5D36F0C0,line,2_0000001,2,1201104
1120101,0x77DC4AAD,line,5_0302001,5,1201102
1120101,0x79093141,line,5_0000101,5,1201106
1120101,0x9689DD23,line,4_0102001,4,1201101
1120101,0xC867C681,line,6_0000002,6,1201103
1120101,0xD394206E,line,6_0000001,6,1201103
1120101,0xE4204422,line,1_0004001,1,1201101
1120101,0xEE623108,line,2_0500001,2,1201102
1120101,0xA298F892,mapinfo,mapinfo,,
1120102,0x65C60E29,levelinfo,levelinfo,,1201112
1120102,0x49E9FFCD,line,1_0000003,1,
1120102,0x538BD72B,line,1_0000001,1,1201112
1120102,0xFF2087CE,line,1_0000002,1,1201112
1120102,0xA298F892,mapinfo,mapinfo,,
